OBJECTID_1,TransitRouteID,TransitRoute,OperRtNM,Notes,Origin,ONode,Destination,DNode,Mode,Direction,Operator,Headway,Runtime,Period,July,August,September,October,November,December,January,February,March,April,May,June
1200,MP502,3714,Penn,,UNION STATION,9001,BWI,9034,Commuter Rail,2,MARC,60,35,Peak,25068,24669,25156,25293,24140,21727,22891,22400,23401,24228,23642,23811
1201,RO16AO,3574,16,,TAKOMA STATION & BAY H,20872,BONIFANT ST & BAY W,22863,Other Primary - Local Bus,2,Ride On Bus,15,47,Peak,3774,3325,3275,3482,3318,3212,3000,3205,3166,3461,3444,3260
1202,DCWEI,3604,Georgetown-Union Station via K Street,,NW WISCONSIN AV & NW 35TH ST,20632,UNION STATION / PARKING MEZZANINE LEVEL,20256,Local Metrobus,2,DC Circulator,10,45,Peak,6129,5922,5947,6034,5444,5382,5435,5377,5794,5805,4890,5327
1203,RO15O,3571,15,,BONIFANT ST & BAY X,22863,LEBANON ST & UNIVERSITY BLVD,26017,Other Primary - Local Bus,2,Ride On Bus,20,14,Peak,3246,3250,3175,3175,3150,2975,3000,2994,3316,3370,3591,3643
1204,RO12O,3575,12,,TAKOMA STATION & BAY H,20872,BONIFANT ST & BAY T,22862,Other Primary - Local Bus,2,Ride On Bus,20,26,Peak,1892,1750,1725,1912,1791,1625,1575,1475,1550,1575,1500,1500
1205,RO09I,3561,9,,WHEATON STATION & BAY J,22595,WAYNE AVE & BAY G,22172,Other Primary - Local Bus,2,Ride On Bus,20,31,Peak,1281,1225,1411,1559,1403,1297,1125,1050,1125,1151,1232,1125
1206,LCC751,3720,Purcellville-DC,,SPRING HILL METRO STATION,35293,HARMONY - 39464 E COLONIAL HWY,38515,Commuter Bus,2,Loudoun County Commuter Bus,60,61,Off-Peak,4696,4070,4536,4394,3951,3462,3743,3885,3840,4095,4070,4148
1207,RO45O,3515,45,,TWINBROOK STATION & BAY B - EA,22344,FALLSGROVE DR & ROCK REGIONAL,23237,Other Primary - Local Bus,2,Ride On Bus,30,45,Peak,1140,1064,975,1189,1096,996,925,916,946,1008,1045,1011
1208,MPEN1O,3722,Penn,,UNION STATION,9001,BWI,9034,Commuter Rail,2,MARC,60,35,Off-Peak,25068,24669,25156,25293,24140,21727,22891,22400,23401,24228,23642,23811
1209,VFRED1I,3723,Fredericksburg,,Fredericksburg,9084,Washington-Union Station,9001,Commuter Rail,2,VRE,30,93,Peak,10225,9746,10178,10206,9615,9350,9469,9557,9627,9700,9585,9708
1210,RO19B,3724,19,,BONIFANT ST & BAY X,22863,UNIVERSITY BLV W & DENNIS AVE,22633,Other Primary - Local Bus,2,Ride On Bus,60,15,Off-Peak,205,229,175,175,175,175,125,140,135,125,110,124
1211,MT203,3725,203,,SNOWDEN RIVER PARK & RIDE,44263,ROCKVILLE PIKE & WOOD RD fs nb,22054,Maryland Commuter Bus,2,MTA,30,72,Peak,127,113,116,114,115,96,97,104,107,111,115,111
1212,MT204I,3726,204,,Monocacy MARC Station (Bus),42372,COLLEGE PARK METRO STATION,26094,Maryland Commuter Bus,2,MTA,20,103,Peak,309,294,312,306,277,214,246,288,269,289,285,322
1213,MT204O,3727,204,,COLLEGE PARK METRO STATION,26094,Monocacy MARC Station (Bus),42540,Maryland Commuter Bus,2,MTA,60,75,Off-Peak,309,294,312,306,277,214,246,288,269,289,285,322
1214,GO23N,3647,Route 23,,ADDISON ROAD METRO STATION,26201,CHEVERLY METRO STATION,26160,Other Primary - Local Bus,2,PG TheBus,30,38,Off-Peak,502,489,568,535,512,447,481,462,436,490,493,483
1215,DAT1S,3301,AT1,,Van Dorn St Metro Station - Bay B,32197,Kenmore Ave and N Van Dorn St,32151,Other Primary - Local Bus,2,Dash,27,44,Off-Peak,1565,1613,1682,1656,1503,1458,1347,1351,1443,1446,1458,1479
1216,RO14O,3568,14,,TAKOMA STATION & BAY H,20872,BONIFANT ST & BAY W,22863,Other Primary - Local Bus,2,Ride On Bus,30,23,Off-Peak,923,950,925,875,850,875,825,735,775,775,770,725
