OBJECTID,TransitRouteID,TransitRoute,OperRtNM,Notes,Headway,Origin,ONode,Destination,DNode,Mode,Operator,Runtime,Period,July,August,September,October,November,December,January,February,March,April,May,June,Direction
1112,RO64O,1111,64, ,30,SHADY GROVE STATION & BAY C - EAST,22395,CLUB HOUSE RD & MONTGOMERY VILLAGE AVE,22437,Other Primary - Local Bus,Ride On Bus,32,Peak,1299,1302,1428,1389,1272,1200,1239,1448,1343,1480,1572,1516,2
1113,RO65I,1112,65, ,30,STEDWICK RD & MONTGOMERY VILLAGE AVE,22445,SHADY GROVE STATION & BAY C - EAST,22395,Other Primary - Local Bus,Ride On Bus,22,Peak,206,220,204,196,207,182,194,244,175,208,297,308,2
1114,RO66I,1113,66, ,30,SHADY GROVE STATION & BAY A - WEST,22395,TRAVILLE GATEWAY DR & TRANSIT CENTER,23238,Other Primary - Local Bus,Ride On Bus,21,Peak,101,97,106,106,96,84,84,106,113,126,126,137,2
1115,RO70BO,1114,70, ,60,BETHESDA STATION & BAY E,22048,SHAKESPEARE BLV & MILESTONE PARK & RIDE,22651,Other Primary - Local Bus,Ride On Bus,41,Off-Peak,798,741,750,701,693,675,666,738,695,767,716,837,2
1116,RO70BO,1114,70, ,60,BETHESDA STATION & BAY E,22048,SHAKESPEARE BLV & MILESTONE PARK & RIDE,22651,Other Primary - Local Bus,Ride On Bus,41,Off-Peak,798,741,750,701,693,675,666,738,695,767,716,837,2
1117,RO70CI,1116,70, ,15,SHAKESPEARE BLV & OBSERVATION DR,22298,BETHESDA STATION & BAY E,22048,Other Primary - Local Bus,Ride On Bus,44,Peak,798,741,750,701,693,675,666,738,695,767,716,837,2
1118,RO59AO,1117,59, ,30,ROCKVILLE STATION & BAY C - EAST,22351,CLUB HOUSE RD & MONTGOMERY VILLAGE AVE,22437,Other Primary - Local Bus,Ride On Bus,54,Peak,3902,3896,4032,3805,3752,3775,3700,4018,3992,4314,4160,3830,2
1119,RO48I,1118,48, ,20,ROCKVILLE STATION & BAY B - EAST,22370,WHEATON STATION & BAY J,22595,Other Primary - Local Bus,Ride On Bus,39,Peak,2251,2260,2411,2407,2233,2150,2025,2147,2050,2290,2168,2179,2
1120,SGOLD2,1119,63, ,60,VIENNA METRO STATION,35060,VIENNA METRO STATION,35062,Other Primary - Local Bus,Fairfax City Bus,57,Peak,273,337,385,,392,316,326,428,398,424,354,314,2
1121,SGOLD2,1119,63, ,60,VIENNA METRO STATION,35060,VIENNA METRO STATION,35062,Other Primary - Local Bus,Fairfax City Bus,57,Peak,273,337,385,,392,316,326,428,398,424,354,314,2
1122,LCTYSTC4,1121,Purcellville-DC, ,30,HARMONY PNR LOT,38515,GREENSBORO DR& SPRINGHILL RD(TYSONS),36624,Commuter Bus,Loudoun County Commuter Bus,85,Peak,4006,4016,4374,4315,3909,4224,4384,4564,4360,4661,4359,4704,2
1123,RO25O,1122,25, ,30,TAKOMA STATION & BAY H,20872,LEBANON ST & UNIVERSITY BLVD,26017,Other Primary - Local Bus,Ride On Bus,17,Peak,449,449,432,491,449,425,407,463,461,489,425,475,2
1124,RO28,1123,28, ,8,SILVER SPRING STATION & BAY A,22863,SILVER SPRING STATION & BAY A,22172,Other Primary - Local Bus,Ride On Bus,19,Peak,767,767,767,750,754,725,710,700,675,650,625,650,2
1125,SGRN1,1103,73, ,33,VIENNA METRO STATION,35060,VIENNA METRO STATION,35062,Other Primary - Local Bus,Fairfax City Bus,63,Off-Peak,448,482,479,,455,394,398,505,472,532,387,416,2
1126,SGRN2,957,83, ,38,VIENNA METRO STATION,35060,VIENNA METRO STATION,35062,Other Primary - Local Bus,Fairfax City Bus,63,Off-Peak,392,438,579,,461,366,396,469,448,509,420,402,2
1127,HTBRI,1126, ,Not collected,60,KINGS CONTRIVANCE VILLAGE CENTER,44133,COLUMBIA MALL SC,44015,Other Primary - Express Bus,HT Ride,52,Peak,,,,,,,,,,,,,2
1128,HTBRI,1126, ,Not collected,60,KINGS CONTRIVANCE VILLAGE CENTER,44133,COLUMBIA MALL SC,44015,Other Primary - Express Bus,HT Ride,52,Peak,,,,,,,,,,,,,2
1129,RO47O,1128,47, ,30,BETHESDA STATION & BAY E,22048,ROCKVILLE STATION & BAY F - WEST,22351,Other Primary - Local Bus,Ride On Bus,44,Off-Peak,1591,1510,1691,1701,1706,1491,1472,1553,1472,1555,1647,1560,2
1130,RO47I,1129,47, ,20,ROCKVILLE STATION & BAY F - WEST,22351,BETHESDA STATION & BAY E,22048,Other Primary - Local Bus,Ride On Bus,49,Peak,1591,1510,1691,1701,1706,1491,1472,1553,1472,1555,1647,1560,2
1131,RO56AO,1093,56, ,20,ROCKVILLE STATION & BAY E - WEST,22351,LAKEFOREST TRANSIT CENTER & ODENDHAL AVE,22161,Other Primary - Local Bus,Ride On Bus,58,Peak,2005,2025,2271,2166,2199,2005,1925,1979,2025,2227,2336,2176,2
1132,RO48I,1118,48, ,20,ROCKVILLE STATION & BAY B - EAST,22370,WHEATON STATION & BAY J,22595,Other Primary - Local Bus,Ride On Bus,39,Peak,2251,2260,2411,2407,2233,2150,2025,2147,2050,2290,2168,2179,2
1133,RO55,1132,55, ,20,GERMANTOWN TRANSIT CENTER & BAY B,22128,ROCKVILLE STATION & BAY C - EAST,22370,Other Primary - Local Bus,Ride On Bus,64,Off-Peak,7234,7324,9469,9448,8519,7401,7125,8185,7475,9092,8075,7575,2
1134,RO48O,1133,48, ,20,WHEATON STATION & BAY J,22595,ROCKVILLE STATION & BAY B - EAST,22370,Other Primary - Local Bus,Ride On Bus,35,Peak,2251,2260,2411,2407,2233,2150,2025,2147,2050,2290,2168,2179,2
1135,RO49O,1134,49, ,27,GLENMONT STATION & BAY B,22580,ROCKVILLE STATION & BAY B - EAST,22351,Other Primary - Local Bus,Ride On Bus,29,Off-Peak,2026,2088,2505,2447,2274,2000,1925,2150,1925,2125,2159,2209,2
1136,RO49I,1135,49, ,20,ROCKVILLE STATION & BAY B - EAST,22351,GLENMONT STATION & BAY B,22580,Other Primary - Local Bus,Ride On Bus,30,Peak,2026,2088,2505,2447,2274,2000,1925,2150,1925,2125,2159,2209,2
1137,RO49O,1134,49, ,27,GLENMONT STATION & BAY B,22580,ROCKVILLE STATION & BAY B - EAST,22351,Other Primary - Local Bus,Ride On Bus,29,Off-Peak,2026,2088,2505,2447,2274,2000,1925,2150,1925,2125,2159,2209,2
1138,RO51,1137,51, ,30,GLENMONT STATION & BAY G,22580,NORBECK RD & NORBECK PARK & RIDE,22386,Other Primary - Local Bus,Ride On Bus,21,Peak,242,242,210,255,231,225,212,257,254,303,276,279,2
1139,RO52AO,1138,52, ,30,ROCKVILLE STATION & BAY D - EAST,22351,HOSPITAL CUT THRU CUT & PRINCE PHILIP DR,22505,Other Primary - Local Bus,Ride On Bus,27,Peak,138,158,131,146,128,104,119,142,142,175,157,175,2
1140,RO52I,1139,52, ,30,HOSPITAL CUT THRU CUT & PRINCE PHILIP DR,22505,ROCKVILLE STATION & BAY D - EAST,22351,Other Primary - Local Bus,Ride On Bus,40,Peak,138,158,131,146,128,104,119,142,142,175,157,175,2
1141,RO53,1140,53, ,30,GLENMONT STATION & BAY A,22580,SHADY GROVE STATION & BAY C - EAST,22395,Other Primary - Local Bus,Ride On Bus,66,Peak,288,251,225,286,258,225,190,224,215,241,238,250,2
1142,RO54BO,1141,54, ,20,ROCKVILLE STATION & BAY E - WEST,22351,LAKEFOREST TRANSIT CENTER & ODENDHAL AVE,22161,Other Primary - Local Bus,Ride On Bus,42,Peak,2218,2154,2119,2060,2122,1925,1875,2125,1948,2097,2131,2228,2
1143,RO54C,1105,54, ,20,LAKEFOREST TRANSIT CENTER & ODENDHAL AVE,22161,ROCKVILLE STATION & BAY E - WEST,22351,Other Primary - Local Bus,Ride On Bus,42,Peak,2218,2154,2119,2060,2122,1925,1875,2125,1948,2097,2131,2228,2
1144,AMTK94I,1143, ,Not collected,60,Fredericksburg,9084,Washington-Union Station,9001,Commuter Rail,AMTRK,91,Off-Peak,,,,,,,,,,,,,2
1145,RO47O,1128,47, ,30,BETHESDA STATION & BAY E,22048,ROCKVILLE STATION & BAY F - WEST,22351,Other Primary - Local Bus,Ride On Bus,44,Off-Peak,1591,1510,1691,1701,1706,1491,1472,1553,1472,1555,1647,1560,2
1146,VF1FREDI,1145,Fredericksburg, ,60,Idlewild,50539,FRED. VRE,50507,Other Primary - Express Bus,VRE Shuttle / Bus,20,Peak,,,,,,,,,,,,,2
1147,DAT1S,1146,AT1, ,30,SEMINARY RD & KENMORE AV,32197,VAN DORN METRO,32151,Other Primary - Local Bus,Dash,45,Off-Peak,1900,1808,1988,1947,1648,1518,1551,1660,1575,1709,1704,1682,2
1148,DAT4NO,1147,AT4, ,60,BRADDOCK RD METRORAIL STATION,32158,PENTAGON BUS TERMINAL,30206,Other Primary - Local Bus,Dash,26,Peak,885,817,880,849,705,657,818,785,745,794,757,804,2
1149,DAT6E,735,AT6, ,30,DAWES AVE & WEST CAMPUS DR,32300,KING STREET METRO STATION,32175,Other Primary - Local Bus,Dash,21,Off-Peak,767,848,1135,1039,882,639,899,1081,902,1097,951,899,2
1150,DAT6W,736,AT6, ,30,KING STREET METRO STATION,32175,DAWES AV & W CAMPUS DR,32187,Other Primary - Local Bus,Dash,23,Off-Peak,767,848,1135,1039,882,639,899,1081,902,1097,951,899,2
1151,DAT7EO,1150,AT7, ,60,KING STREET METRO STATION,32157,JEFFERSON ST & FAYETTE ST,32075,Other Primary - Local Bus,Dash,8,Off-Peak,719,694,697,623,566,492,558,581,599,633,597,625,2
1152,DAT7E1,1151,AT7, ,60,LANDMARK SHOPPING CENTER,32142,JEFFERSON ST & FAYETTE ST,32075,Other Primary - Local Bus,Dash,45,Off-Peak,719,694,697,623,566,492,558,581,599,633,597,625,2
1153,MT201O,1152,201, ,60,BWI - MARC sb,45671,GAITHERSBURG PARK & RIDE,22728,Other Primary - Express Bus,MTA,81,Off-Peak,211,237,234,247,250,237,243,232,273,290,324,317,2
1154,DAT7E1,1151,AT7, ,60,LANDMARK SHOPPING CENTER,32142,JEFFERSON ST & FAYETTE ST,32075,Other Primary - Local Bus,Dash,45,Off-Peak,719,694,697,623,566,492,558,581,599,633,597,625,2
1155,DATTROLLEYO,1154,Trolley, ,21,KING STREET METRO STATION,32157,KING ST & UNION ST,32179,Other Primary - Express Bus,Dash,17,Off-Peak,3020,2630,2374,2210,1619,1618,1321,1399,1919,2326,2368,2461,2
1156,DATROLLEYI,1155,Trolley, ,21,KING ST & UNION ST,32179,KING STREET METRO STATION,32157,Other Primary - Express Bus,Dash,13,Off-Peak,3020,2630,2374,2210,1619,1618,1321,1399,1919,2326,2368,2461,2
1157,WM25EI,1156,25E, ,60,PENTAGON ST & BUS BAY U4 (22A B 24P),30206,BALLSTON STATION & BUS BAY B,30093,Local Metrobus,Metro Bus,48,Off-Peak,1341,1354,1450,1439,1385,1189,1345,1438,1253,1344,1290,1340,2
1158,VFS1SPOTI,1157, ,Future Route,30,Gordon Rd. Commuter,52008,Fred. VRE,50507,Other Primary - Express Bus,VRE Shuttle / Bus,25,Peak,,,,,,,,,,,,,2
1159,MT99O,1158,991, ,60,FERNWOOD RD & CAMALIER BLDG nb,23100,HAGERSTOWN & MVA P&R,42129,Commuter Bus,MTA,84,Off-Peak,1314,1341,1421,1432,1380,1166,1354,1433,1298,1403,1362,1363,2
1160,VF2FREDI,1159,Fredericksburg, ,60,Preserves,50535,FRED. VRE,50507,Other Primary - Express Bus,VRE Shuttle / Bus,30,Peak,,,,,,,,,,,,,2
1161,VF1FREDO,1160,Fredericksburg, ,60,FRED. VRE,50507,Wilcox,50539,Other Primary - Express Bus,VRE Shuttle / Bus,20,Off-Peak,,,,,,,,,,,,,2
1162,F981E,1161,981, ,30,COMMERCIAL @ TERMINAL,38040,TYSONS WESTPARK TRANSIT STN BA,35132,Other Primary - Local Bus,Fairfax Connector,38,Peak,58,64,67,70,78,71,73,78,85,96,97,101,2
1163,F981E,1161,981, ,30,COMMERCIAL @ TERMINAL,38040,TYSONS WESTPARK TRANSIT STN BA,35132,Other Primary - Local Bus,Fairfax Connector,38,Peak,58,64,67,70,78,71,73,78,85,96,97,101,2
1164,F981W,1163,981, ,30,TYSONS WESTPARK TRANSIT STN BA,35132,COMMERCIAL @ TERMINAL,38040,Other Primary - Local Bus,Fairfax Connector,45,Peak,58,64,67,70,78,71,73,78,85,96,97,101,2
1165,F981W,1163,981, ,30,TYSONS WESTPARK TRANSIT STN BA,35132,COMMERCIAL @ TERMINAL,38040,Other Primary - Local Bus,Fairfax Connector,45,Peak,58,64,67,70,78,71,73,78,85,96,97,101,2
1166,WM02BO,1165,02B, ,60,DUNN LORING STATION & TEMP BAY D,35918,ALLIANCE DR & #4975,34681,Local Metrobus,Metro Bus,51,Off-Peak,3407,3442,3478,3490,3298,3034,3063,3327,3275,3579,3758,3599,2
1167,WM09EI,1166,09E, ,60,FORT MYER DR & WILSON BLVD,30120,PENTAGON STATION & BUS BAY U2,30206,Local Metrobus,Metro Bus,9,Peak,1717,1640,1745,1716,1648,1559,1493,1548,1575,1580,1627,1598,2
1168,WM22BO,1167,22B, ,20,BALLSTON STATION & BUS BAY F,30093,COLUMBIA PI & S FOUR MILE RUN DR,30072,Local Metrobus,Metro Bus,12,Peak,1396,1349,1384,1344,1285,1169,1227,1304,1374,1363,1323,1534,2
1169,WM22BI,407,22B, ,60,FOUR MILE RUN DR @ COLUMBIA PIKE (E),30072,BALLSTON STATION & BUS BAY F,30093,Local Metrobus,Metro Bus,13,Off-Peak,1396,1349,1384,1344,1285,1169,1227,1304,1374,1363,1323,1534,2
1170,ANNYEL,1169, ,Not collected,30,WESTFIELD MALL,45808,WESTFIELD MALL,45584,Other Primary - Express Bus,Annapolis,24,Off-Peak,,,,,,,,,,,,,2
1171,FT51,1170,51, ,30,Transit Center,42538,Transit Center,42540,Other Primary - Express Bus,TransIT,55,Peak,303,375,367,374,382,349,325,358,363,358,376,382,2
1172,BethCir,1171, ,Not collected,10,Bethesda,22048,Bethesda Metro,22047,Other Primary - Local Bus,Ride On Bus,30,Off-Peak,,,,,,,,,,,,,2
1173,LTSCS,1009,Sterling Connector, ,43,BRENTWOOD RD,38001,WILLIAM WALTERS HOUSE,38032,Other Primary - Express Bus,Loudoun County Local Bus,40,Off-Peak,259,271,261,223,248,220,205,218,208,256,261,273,2
1174,ANNGRNO,1173, ,Not collected,30,WESTFIELD MALL,45584,EASTPORT PLAZA,45876,Other Primary - Express Bus,Annapolis,23,Off-Peak,,,,,,,,,,,,,2
1175,ANNGRNI,1174, ,Not collected,30,EASTPORT PLAZA,45876,WESTFIELD MALL,45584,Other Primary - Express Bus,Annapolis,24,Peak,,,,,,,,,,,,,2
1176,ANNGRNI,1174, ,Not collected,30,EASTPORT PLAZA,45876,WESTFIELD MALL,45584,Other Primary - Express Bus,Annapolis,24,Peak,,,,,,,,,,,,,2
1177,ANNORN,1176, ,Not collected,30,WEST ST & CALVERT ST,45924,WEST ST & CALVERT ST,45569,Other Primary - Express Bus,Annapolis,37,Peak,,,,,,,,,,,,,2
1178,ANNORN,1176, ,Not collected,30,WEST ST & CALVERT ST,45924,WEST ST & CALVERT ST,45569,Other Primary - Express Bus,Annapolis,37,Peak,,,,,,,,,,,,,2
1179,ANNGOLDI,1178, ,Not collected,60,WESTFIELD MALL,45878,K-MART AT SOUTH RIVER COLONY,45586,Other Primary - Express Bus,Annapolis,20,Peak,,,,,,,,,,,,,2
1180,ANNGOLDI,1178, ,Not collected,60,WESTFIELD MALL,45878,K-MART AT SOUTH RIVER COLONY,45586,Other Primary - Express Bus,Annapolis,20,Peak,,,,,,,,,,,,,2
1181,ANNGOLDO,1180, ,Not collected,60,KING GEORGE ST & BALTIMORE ANNAPOLIS BLVD,45599,WESTFIELD MALL,45586,Other Primary - Express Bus,Annapolis,19,Peak,,,,,,,,,,,,,2
1182,ANNGOLDO,1180, ,Not collected,60,KING GEORGE ST & BALTIMORE ANNAPOLIS BLVD,45599,WESTFIELD MALL,45586,Other Primary - Express Bus,Annapolis,19,Peak,,,,,,,,,,,,,2
1183,SDC11I,1182, ,Not collected,60,RT 208 PNR/RT 610 PNR,52003,19TH & F STREET NW,20438,Commuter Bus,National Coach Commuter Bus,82,Peak,,,,,,,,,,,,,2
1184,DAT1N,405,AT1, ,30,VAN DORN METRO,32151,SEMINARY RD & KENMORE AV,32197,Other Primary - Local Bus,Dash,43,Peak,1900,1808,1988,1947,1648,1518,1551,1660,1575,1709,1704,1682,2
1185,BethCir,1171, ,Not collected,10,Bethesda,22048,Bethesda Metro,22047,Other Primary - Local Bus,Ride On Bus,30,Off-Peak,,,,,,,,,,,,,2
1186,MT99AI,1185,991, ,60,HAGERSTOWN & MVA P&R,42153,SHADY GROVE & METRO STATION,22397,Commuter Bus,MTA,89,Peak,1314,1341,1421,1432,1380,1166,1354,1433,1298,1403,1362,1363,2
1187,VGSIL,1186, ,Not collected,60,Waldorf Xfer Point,47104,Bryans Rd MacDonalds,47220,Other Primary - Express Bus,VANGO,24,Peak,,,,,,,,,,,,,2
1188,VGSIL,1186, ,Not collected,60,Waldorf Xfer Point,47104,Bryans Rd MacDonalds,47220,Other Primary - Express Bus,VANGO,24,Peak,,,,,,,,,,,,,2
1189,VGCHRB,1188, ,Not collected,60,Waldorf Xfer Point,47062,Waldorf Xfer Point,47104,Other Primary - Express Bus,VANGO,23,Peak,,,,,,,,,,,,,2
1190,VGCHRB,1188, ,Not collected,60,Waldorf Xfer Point,47062,Waldorf Xfer Point,47104,Other Primary - Express Bus,VANGO,23,Peak,,,,,,,,,,,,,2
1191,VGBLUAI,1190, ,Not collected,60,St.Charles Pkwy&Northgate Pl,47284,Waldorf Xfer Point,47062,Other Primary - Express Bus,VANGO,13,Peak,,,,,,,,,,,,,2
1192,VGBLUAI,1190, ,Not collected,60,St.Charles Pkwy&Northgate Pl,47284,Waldorf Xfer Point,47062,Other Primary - Express Bus,VANGO,13,Peak,,,,,,,,,,,,,2
1193,VFS1SPOTO,1192, ,Future Route,60,Fred. Vre Station,50507,Gordon Rd. Commuter Lo,52008,Other Primary - Express Bus,VRE Shuttle / Bus,25,Off-Peak,,,,,,,,,,,,,2
1194,RO10O,1193,10, ,30,TWINBROOK STATION & BAY C - EAST,22672,POWDER MILL RD & NEW HAMPSHIRE AVE,22547,Other Primary - Local Bus,Ride On Bus,66,Peak,2063,2063,2171,2476,2297,2311,2025,2198,2074,2386,2455,2429,2
1195,RO10O,1193,10, ,30,TWINBROOK STATION & BAY C - EAST,22672,POWDER MILL RD & NEW HAMPSHIRE AVE,22547,Other Primary - Local Bus,Ride On Bus,66,Peak,2063,2063,2171,2476,2297,2311,2025,2198,2074,2386,2455,2429,2
1196,MT201O,1152,201, ,60,BWI - MARC sb,45671,GAITHERSBURG PARK & RIDE,22728,Other Primary - Express Bus,MTA,81,Off-Peak,211,237,234,247,250,237,243,232,273,290,324,317,2
1197,WM28XI1,1196,28X, ,60,MARK CENTER STATION BUS BAY 5,32252,W FALLS CHURCH STATION & BUS BAY D,34938,Local Metrobus,Metro Bus,41,Peak,869,938,913,880,906,893,835,972,935,1018,1044,1066,2
1198,F335X,472,335, ,20,METRO FRANCONIA SPRINGFIELD BA,35247,METRO FRANCONIA SPRINGFIELD BA,34212,Other Primary - Local Bus,Fairfax Connector,60,Peak,163,180,184,189,187,193,200,198,204,211,217,217,2
1199,ANNBRNI,1198, ,Not collected,30,EASTPORT PLAZA,45876,WESTFIELD MALL,45584,Other Primary - Express Bus,Annapolis,38,Peak,,,,,,,,,,,,,2
1200,LC00AI,947, ,Not collected,60,Laurel Mall,26246,Whiskey Bottom&Harmony La.,44026,Other Primary - Express Bus,CMRT Bus Transit,23,Peak,,,,,,,,,,,,,2
1201,LTAFCN,993,Ashburn Village, ,60,ASHBURN VILLAGE S PLAZA,38044,ASHBURN VILLAGE S. PLAZA,38664,Other Primary - Express Bus,Loudoun County Local Bus,60,Peak,89,82,67,58,57,48,50,56,55,63,60,62,2
1202,F372O,1201,372, ,30,METRO FRANCONIA SPRINGFIELD BA,35247,PNR LORTON,34224,Other Primary - Local Bus,Fairfax Connector,27,Peak,,,,,,,,,171,212,179,165,2
1203,F372I,1202,372, ,30,PNR LORTON,34224,METRO FRANCONIA SPRINGFIELD BA,35247,Other Primary - Local Bus,Fairfax Connector,30,Peak,,,,,,,,,171,212,179,165,2
1204,F373I,1203,373, ,30,LAUREL CREST @ SILVERBROOK,34770,METRO FRANCONIA SPRINGFIELD BA,35247,Other Primary - Local Bus,Fairfax Connector,31,Peak,,,,,,,,,198,202,221,188,2
1205,F373O,1204,373, ,30,METRO FRANCONIA SPRINGFIELD BA,35247,LAUREL CREST @ SILVERBROOK,34770,Other Primary - Local Bus,Fairfax Connector,29,Peak,,,,,,,,,198,202,221,188,2
1206,WM16XI,1205,16X, ,15,GLEN CARLYN DR & VISTA DR,36121,NW 11TH ST & NW E ST,20063,Local Metrobus,Metro Bus,46,Peak,,,,1042,899,839,872,960,900,943,962,916,2
1207,WMW03O#1,1206,W3, ,60,MELLON ST & M L KING AVE,21342,UNITED MEDICAL CENTER & EMERGENCY E,20862,Local Metrobus,Metro Bus,56,Off-Peak,1476,1705,1964,2671,2687,2492,2455,2740,2696,2635,2684,2527,2
1208,WMWM03I#1,1207,W3, ,43,UNITED MEDICAL CENTER & EMERGENCY E,20862,MELLON ST & #525,21362,Local Metrobus,Metro Bus,58,Off-Peak,1476,1705,1964,2671,2687,2492,2455,2740,2696,2635,2684,2527,2
1209,ORD2O,1208,D-200, ,60,VIRGINIA AVE & 21ST ST NW,20230,OMNIRIDE TRANSIT CENTER,40646,Commuter Bus,Omni-Ride,68,Off-Peak,493,498,523,514,452,447,494,515,532,549,554,532,2
1210,WM25EO,1209,25E, ,60,BALLSTON STATION & BUS BAY F,30093,PENTAGON STATION & BUS BAY U11,30206,Local Metrobus,Metro Bus,49,Off-Peak,1341,1354,1450,1439,1385,1189,1345,1438,1253,1344,1290,1340,2
1211,ANNBRNO,1210, ,Not collected,30,WESTFIELD MALL,45584,EASTPORT PLAZA,45876,Other Primary - Express Bus,Annapolis,36,Off-Peak,,,,,,,,,,,,,2
1212,LC406W,1211,Purcellville-DC, ,60,LEESBURG PARK & RIDE,38657,NW 14TH ST & NW CONSTITUTION AV,20240,Other Primary - Express Bus,Loudoun County Commuter Bus,68,Peak,4006,4016,4374,4315,3909,4224,4384,4564,4360,4661,4359,4704,2
1213,WM02AO,1212,02A, ,27,BALLSTON STATION & BUS BAY D,30093,DUNN LORING STATION & TEMP BAY E,35918,Local Metrobus,Metro Bus,36,Off-Peak,3407,3442,3478,3490,3298,3034,3063,3327,3275,3579,3758,3599,2
1214,FT10LI,1766,10A, ,43,Francis Scott Key,42171,Frederick Towne,42029,Other Primary - Express Bus,TransIT,40,Off-Peak,254,257,243,231,250,237,215,226,274,248,224,250,2
1215,DCPOTSKYO,1767,Potomac Ave Metro to Skyland via Barracks Row, ,10,POTOMAC AVE METRO,21248,SE ALABAMA AV & SE 30TH ST,21715,Other Primary - Local Bus,DC Circulator,30,Off-Peak,1405,1519,1638,1398,1444,1425,1436,1556,1631,1670,1804,1753,2
1216,FT10LO,1768,10A, ,43,Frederick Towne,42029,Francis Scott Key,42171,Other Primary - Express Bus,TransIT,35,Off-Peak,254,257,243,231,250,237,215,226,274,248,224,250,2
1217,FT20LO,1769,20, ,60,FRANCIS SCOTT KEY,42540,MARC - FREDERICK,42370,Other Primary - Express Bus,TransIT,19,Off-Peak,427,431,421,447,454,418,380,428,409,402,403,397,2
1218,FT20LO,1769,20, ,60,FRANCIS SCOTT KEY,42540,MARC - FREDERICK,42370,Other Primary - Express Bus,TransIT,19,Off-Peak,427,431,421,447,454,418,380,428,409,402,403,397,2
1219,FT50,1771,50, ,30,Transit Center,42538,Transit Center,42540,Other Primary - Express Bus,TransIT,55,Peak,338,257,243,258,277,232,264,246,240,272,278,258,2
1220,FT50,1771,50, ,30,Transit Center,42538,Transit Center,42540,Other Primary - Express Bus,TransIT,55,Peak,338,257,243,258,277,232,264,246,240,272,278,258,2
1221,FT60,1773,60, ,30,Transit Center,42538,Transit Center,42540,Other Primary - Express Bus,TransIT,53,Peak,299,225,235,232,227,191,191,213,196,217,192,179,2
1222,RO17I,1774,17, ,25,SILVER SPRING STATION & BAY R,22863,LEBANON ST & UNIVERSITY BLVD,26017,Other Primary - Local Bus,Ride On Bus,25,Off-Peak,1330,1330,1386,1439,1305,1325,1075,1248,1124,1310,1235,1218,2
1223,RO18AI,1775,18, ,30,SILVER SPRING STATION & BAY M,22863,LEBANON ST & UNIVERSITY BLVD,26003,Other Primary - Local Bus,Ride On Bus,34,Off-Peak,606,700,904,957,846,805,630,871,767,796,692,684,2
1224,RO18AO,1776,18, ,30,LEBANON ST & UNIVERSITY BLVD,26017,SILVER SPRING STATION & BAY N,22863,Other Primary - Local Bus,Ride On Bus,35,Off-Peak,606,700,904,957,846,805,630,871,767,796,692,684,2
1225,FT60,1773,60, ,30,Transit Center,42538,Transit Center,42540,Other Primary - Express Bus,TransIT,53,Peak,299,225,235,232,227,191,191,213,196,217,192,179,2
1226,FT65,1779,65, ,60,Transit Center,42538,Transit Center,42540,Other Primary - Express Bus,TransIT,70,Peak,161,170,165,156,186,149,150,153,149,153,157,151,2
1227,FT20LI,1780,20, ,50,MARC - FREDERICK,42370,FRANCIS SCOTT KEY MALL AT SOUTH ENTRANCE,42295,Other Primary - Express Bus,TransIT,29,Off-Peak,427,431,421,447,454,418,380,428,409,402,403,397,2
1228,WMW09O,1781,W9, ,30,7TH ST & D ST SW,20046,SOUTHERN AVE & SOUTH CAPITOL ST,20846,Local Metrobus,Metro Bus,34,Peak,,,,,,,,,,,,,2
1229,WMM04N,1782,M4, ,30,LOUGHBORO RD NW & SIBLEY HOSPITAL,20677,NW FORT DR & NW ALBEMARLE ST -TENLEYTOWN,20718,Local Metrobus,Metro Bus,13,Off-Peak,811,969,1209,1170,1154,1031,1049,1183,1151,1185,1163,1158,2
1230,WMM04N,1782,M4, ,30,LOUGHBORO RD NW & SIBLEY HOSPITAL,20677,NW FORT DR & NW ALBEMARLE ST -TENLEYTOWN,20718,Local Metrobus,Metro Bus,13,Off-Peak,811,969,1209,1170,1154,1031,1049,1183,1151,1185,1163,1158,2
1231,WMK09I,1784,K9, ,12,MAHAN RD & NEW HAMPSHIRE AVE,23378,FT TOTTEN STATION & BUS BAY A,21106,Local Metrobus,Metro Bus,26,Peak,,,,0,0,13,477,590,573,639,692,657,2
1232,WMK09O,1785,K9, ,15,FT TOTTEN STATION & BUS BAY A,21106,MAHAN RD & NEW HAMPSHIRE AVE,23378,Local Metrobus,Metro Bus,27,Peak,,,,0,0,13,477,590,573,639,692,657,2
1233,WM02AO,1212,02A, ,27,BALLSTON STATION & BUS BAY D,30093,DUNN LORING STATION & TEMP BAY E,35918,Local Metrobus,Metro Bus,36,Off-Peak,3407,3442,3478,3490,3298,3034,3063,3327,3275,3579,3758,3599,2
1234,MT01EO,1214,901, ,60,C ST & 21 ST NW fs eb,20228,US 301 P & R & SMALLWOOD DR,47062,Commuter Bus,MTA,76,Off-Peak,2338,2336,2472,2464,2347,2014,2272,2447,2309,2411,2346,2325,2
1235,ANNBRNI,1198, ,Not collected,30,EASTPORT PLAZA,45876,WESTFIELD MALL,45584,Other Primary - Express Bus,Annapolis,38,Peak,,,,,,,,,,,,,2
1236,MT91AI#1,1216,991, ,60,HAGERSTOWN & MVA P&R,42153,FERNWOOD RD & ROCK SPRING DR nb,22005,Commuter Bus,MTA,112,Peak,1314,1341,1421,1432,1380,1166,1354,1433,1298,1403,1362,1363,2
