date,uber_count
201601,4336528.0
201602,4105444.0
201603,4731468.0
201604,4583160.0
201605,4918088.0
201606,5000250.0
201607,5246130.0
201608,5359621.0
201609,5288520.0
201610,5606133.0
201611,5221920.0
201612,5393783.0
201701,5385785.0
201702,4864412.0
201703,5541002.0
201704,5263590.0
201705,5512854.0
201706,5367060.0
201707,5590261.0
201708,5693274.0
201709,5651610.0
201710,5918489.0
201711,5692200.0
201712,6027361.0
201801,5991711.0
201802,5604060.0
201803,6475063.0
